URL,URLLength,IsDomainIP,HasObfuscation,NoOfSubDomain,IsHTTPS,URLSimilarityIndex,NoOfEqualsInURL,NoOfQMarkInURL,SpacialCharRatioInURL,DomainLength,TLDLegitimateProb,CharContinuationRate,URLCharProb,TLDLength,NoOfiFrame,NoOfPopup,HasHiddenFields,NoOfSelfRedirect,HasExternalFormSubmit,HasSubmitButton,HasPasswordField,HasSocialNet,label
https://29d6950e-0d73-4433-b20d-114c0cc18ead.id.repl.co/,56,0,0,2,1,76.7857,0,0,0.1964,47,0.8,0.1091,1.0,2,0,0,0,0,0,0,0,0,0
https://www.businesstravelnewseurope.com,40,0,0,1,1,77.5,0,0,0.125,32,0.95,0.1282,1.0,3,0,0,0,0,0,0,0,0,1
https://www.cuopm.com,21,0,0,1,1,80.9524,0,0,0.2381,13,0.95,0.2,1.0,3,0,0,0,0,0,0,0,0,1
https://is.gd/revocafindomestic,31,0,0,0,1,64.5161,0,0,0.1613,5,0.5,0.0667,1.0,2,0,0,0,0,0,0,0,0,0
https://www.miur.gov.it,23,0,0,2,1,56.5217,0,0,0.2609,15,0.5,0.1818,1.0,2,0,3,1,3,0,1,0,1,1
https://www.mesabitribune.com,29,0,0,1,1,68.9655,0,0,0.1724,21,0.95,0.1429,1.0,3,5,0,1,22,1,1,0,1,1
http://www.odinix.eu,20,0,0,1,0,55.0,0,0,0.25,13,0.5,0.2105,1.0,2,0,0,0,0,0,0,0,0,0
https://hhq1km0doe.web.app/,27,0,0,1,1,55.5556,0,0,0.2222,18,0.5,0.1538,1.0,3,0,0,0,0,0,0,0,0,0
http://www.bortor.com,21,0,0,1,0,71.4286,0,0,0.2381,14,0.95,0.2,1.0,3,0,0,0,1,0,0,0,0,0
https://sg-5-us-5gs.web.app/,28,0,0,1,1,75.0,0,0,0.3214,19,0.5,0.1111,1.0,3,0,0,0,0,0,0,0,0,0
https://maildinshaakckjnw96.web.app/,36,0,0,1,1,72.2222,0,0,0.1667,27,0.5,0.1143,1.0,3,0,0,0,0,0,0,0,0,0
http://www.essensetech.com,26,0,0,1,0,80.7692,0,0,0.1923,19,0.95,0.2,1.0,3,1,0,0,0,1,1,0,1,0
http://www.mofa.dynamic-dns.net,31,0,0,2,0,64.5161,0,0,0.2258,24,0.85,0.1333,1.0,3,0,0,0,0,0,0,0,0,0
https://www.juwi.com,20,0,0,1,1,50.0,0,0,0.25,12,0.95,0.2105,1.0,3,0,0,0,3,0,0,0,1,1
https://www.cinejosh.com,24,0,0,1,1,70.8333,0,0,0.2083,16,0.95,0.1739,1.0,3,0,0,0,1,0,1,0,1,1
https://www.americanmusical.com,31,0,0,1,1,70.9677,0,0,0.1613,23,0.95,0.1333,1.0,3,0,0,0,0,0,0,0,0,1
https://www.mariorr.com,23,0,0,1,1,69.5652,0,0,0.2174,15,0.95,0.2273,1.0,3,0,0,0,0,0,0,0,0,1
https://www.atlantamagazine.com,31,0,0,1,1,64.5161,0,0,0.1613,23,0.95,0.1333,1.0,3,0,0,0,368,0,1,1,1,1
https://www.livetinted.com,26,0,0,1,1,57.6923,0,0,0.1923,18,0.95,0.16,1.0,3,1,3,1,33,0,1,0,1,1
http://www.monopack.com.ua,26,0,0,2,0,80.7692,0,0,0.2308,19,0.5,0.16,1.0,2,0,0,0,0,0,0,0,1,0
https://www.robinspost.com,26,0,0,1,1,69.2308,0,0,0.1923,18,0.95,0.16,1.0,3,6,0,0,32,0,1,0,1,1
http://www.sakrobazar.com,25,0,0,1,0,64.0,0,0,0.2,18,0.95,0.1667,1.0,3,0,0,0,0,0,0,0,0,0
https://wvvw-opensea.io/,24,0,0,0,1,70.8333,0,0,0.25,15,0.5,0.1304,1.0,2,0,0,0,0,0,0,0,0,0
https://office80f8a649b49eef411c04a82b3e39b85b80f8a649b49eef411c04aa8fd.onedriveoffice.workers.dev/,99,0,0,2,1,91.9192,0,0,0.0707,90,0.5,0.0918,1.0,3,0,0,0,0,0,0,0,0,0
https://www.queryverse.org,26,0,0,1,1,65.3846,0,0,0.1923,18,0.9,0.16,1.0,3,0,0,0,2,0,0,0,0,1
https://www.naics.com,21,0,0,1,1,61.9048,0,0,0.2381,13,0.95,0.2,1.0,3,0,0,1,130,0,1,1,0,1
https://www.ref-sh.ch,21,0,0,1,1,66.6667,0,0,0.2857,13,0.5,0.2,1.0,2,2,0,0,11,0,0,0,1,1
https://bafybeig3sc5376xwth4dgt3xakodxciogeutax57u44e3ll7uaorecie7e.ipfs.dweb.link/?filename=index2off3003.html,111,0,0,2,1,93.6937,1,1,0.0901,74,0.5,0.0545,1.0,4,0,0,0,0,0,0,0,0,0
https://plaid-celsius-8d4.notion.site/click-here-to-sign-in-83e6e3a3752d48e79ad077a46ce21eb9,92,0,0,1,1,90.2174,0,0,0.1413,29,0.35,0.033,1.0,4,0,0,0,0,0,0,0,0,0
https://www.slidee.nz/,22,0,0,1,1,63.6364,0,0,0.2727,13,0.5,0.2381,1.0,2,0,0,0,0,0,0,0,0,0
http://mail-106731.square.site/,31,0,0,1,0,58.0645,0,0,0.2258,23,0.35,0.0667,1.0,4,0,0,0,0,0,0,0,0,0
https://www.hydros.ch,21,0,0,1,1,66.6667,0,0,0.2381,13,0.5,0.2,1.0,2,0,0,1,0,1,1,0,0,1
https://www.learnbig.net,24,0,0,1,1,58.3333,0,0,0.2083,16,0.85,0.1739,1.0,3,0,0,0,0,0,0,0,0,1
https://www.ploymint.com,24,0,0,1,1,66.6667,0,0,0.2083,16,0.95,0.1739,1.0,3,0,0,0,0,0,0,0,0,1
http://www.taminaccount-ir.ml,29,0,0,1,0,72.4138,0,0,0.2069,22,0.5,0.1786,1.0,2,0,0,0,0,0,0,0,0,0
https://prod-rd-10040.firebaseapp.com/,38,0,0,1,1,76.3158,0,0,0.2105,29,0.95,0.1081,1.0,3,0,0,0,0,0,0,0,0,0
https://dev-itausecurelogin-py-56.pantheonsite.io/,50,0,0,1,1,80.0,0,0,0.18,41,0.5,0.0408,1.0,2,0,0,0,0,0,0,0,0,0
https://aol-mail-108022.weeblysite.com/,39,0,0,1,1,76.9231,0,0,0.2051,30,0.95,0.1053,1.0,3,0,0,0,0,0,0,0,0,0
https://jii.li/vxogn,20,0,0,0,1,40.0,0,0,0.25,6,0.5,0.1579,1.0,2,0,0,0,0,0,0,0,0,0
https://www.ledgertranscript.com,32,0,0,1,1,68.75,0,0,0.1562,24,0.95,0.129,1.0,3,0,0,1,1,1,1,1,1,1
http://www.hj839.com,20,0,0,1,0,55.0,0,0,0.25,13,0.95,0.2105,1.0,3,0,0,0,0,0,0,0,0,0
https://summer-term-a8d0.t7hgr7jsnh1942.workers.dev/,52,0,0,2,1,67.3077,0,0,0.1731,43,0.5,0.0588,1.0,3,0,0,0,0,0,0,0,0,0
http://www.adrd.taxuan.net,26,0,0,2,0,73.0769,0,0,0.2308,19,0.85,0.16,1.0,3,0,0,0,0,0,0,0,0,0
https://help-facebook-id-102162.198547.com/?content_id=prtg1oq-rwck3hj,70,0,0,1,1,68.5714,1,1,0.1857,34,0.95,0.0435,1.0,3,0,0,0,0,0,0,0,0,0
https://www.customarchitecture.com,34,0,0,1,1,88.2353,0,0,0.1471,26,0.95,0.1212,1.0,3,1,0,0,1,0,1,0,0,1
https://tinyurl.com/23xhuk89,28,0,0,0,1,35.7143,0,0,0.1786,11,0.95,0.0741,1.0,3,0,0,0,34,0,1,0,0,0
http://www.vor.cc,17,0,0,1,0,64.7059,0,0,0.2941,10,0.5,0.3125,1.0,2,0,0,0,0,0,0,0,0,0
http://43.128.92.128/interactivelogin?continue=https://accounts.google.com/?&amp;xrealip=35.203.252.150&amp;ifkv=awnogheuobkba6c5lfvrocifv2lbpyjrrcmw4ukzlek14meqbpve-oyqca1rvdvg6c_573zaovjflg,191,1,0,2,0,96.8586,3,2,0.1414,13,0.5,0.0368,0.9895,3,0,0,0,0,0,0,0,0,0
https://www.v2.fi,17,0,0,1,1,52.9412,0,0,0.2941,9,0.5,0.25,1.0,2,0,0,1,0,1,0,0,1,1
http://meli-challenge-one.vercel.app/,37,0,0,1,0,81.0811,0,0,0.2162,29,0.5,0.1111,1.0,3,0,0,0,0,0,1,0,0,0
http://www.davidmcquinn.net,27,0,0,1,0,62.963,0,0,0.1852,20,0.85,0.1923,1.0,3,0,0,0,0,0,0,0,0,0
https://www.spisok-putina.org,29,0,0,1,1,68.9655,0,0,0.2069,21,0.9,0.1429,1.0,3,0,0,0,0,0,0,0,0,1
http://www.cpanel.imperiumminer.com,35,0,0,2,0,82.8571,0,0,0.1714,28,0.95,0.1471,1.0,3,0,0,0,0,0,0,0,0,0
http://www.i02.cn,17,0,0,1,0,52.9412,0,0,0.2941,10,0.5,0.25,1.0,2,0,0,0,0,0,0,0,0,0
https://stylishfickletasks.scotianbk.repl.co/,45,0,0,2,1,86.6667,0,0,0.1556,36,0.8,0.0455,1.0,2,0,0,0,0,0,0,0,0,0
http://www.f0371887.xsph.ru,27,0,0,2,0,66.6667,0,0,0.2222,20,0.5,0.1923,1.0,2,0,0,0,0,0,0,0,0,0
https://pineapple16187189.brizy.site/,37,0,0,1,1,67.5676,0,0,0.1622,28,0.35,0.0833,1.0,4,0,0,0,0,0,0,0,0,0
https://attnetcontroller.weebly.com/,36,0,0,1,1,75.0,0,0,0.1667,27,0.95,0.1429,1.0,3,0,0,0,0,0,0,0,0,0
https://www.saffronbs.co.uk,27,0,0,2,1,62.963,0,0,0.2222,19,0.9,0.1923,1.0,2,2,0,0,35,0,1,0,1,1
http://www.latrovadorabarbersupply.com,38,0,0,1,0,73.6842,0,0,0.1316,31,0.95,0.1351,1.0,3,0,0,1,0,0,1,0,1,0
https://f063546d-5b66-43dc-872d-e459472e120f.id.repl.co,55,0,0,2,1,80.0,0,0,0.1818,47,0.8,0.0556,1.0,2,0,0,0,0,0,0,0,0,0
https://www.elrodtimber.com,27,0,0,1,1,66.6667,0,0,0.1852,19,0.95,0.1538,1.0,3,0,0,0,3,0,1,0,1,1
http://154ds4-jgj5-fg45-hj56.com/,33,0,0,0,0,66.6667,0,0,0.2424,25,0.95,0.0625,1.0,3,0,0,0,0,0,0,0,0,0
https://www.bplusprintworks.com,31,0,0,1,1,67.7419,0,0,0.1613,23,0.95,0.1333,1.0,3,0,0,0,5,0,1,0,1,1
https://www.911law.com,22,0,0,1,1,54.5455,0,0,0.2273,14,0.95,0.2381,1.0,3,0,0,0,62,0,1,0,1,1
https://www.sgames.am,21,0,0,1,1,76.1905,0,0,0.2381,13,0.5,0.2,1.0,2,0,0,0,0,0,0,0,0,1
https://www.aremedia.com.au,27,0,0,2,1,62.963,0,0,0.2222,19,0.88,0.1538,1.0,2,2,0,0,40,0,1,0,1,1
https://www.transceltic.com,27,0,0,1,1,59.2593,0,0,0.1852,19,0.95,0.1538,1.0,3,3,0,1,31,0,1,1,1,1
https://allegroollokalnsnie60.sinsporichabs.cf/?tranzakt38496,61,0,0,1,1,81.9672,0,1,0.1148,38,0.5,0.0833,1.0,2,0,0,0,0,0,0,0,0,0
http://www.kueronekayacotn-co-jp.kueronekayacotn.wiwzzs.top/ai/,63,0,0,3,0,93.6508,0,0,0.1746,52,0.3,0.0806,1.0,3,0,0,0,0,0,0,0,0,0
https://www.musl.com,20,0,0,1,1,65.0,0,0,0.25,12,0.95,0.2105,1.0,3,0,0,0,0,0,1,0,0,1
https://www.stockholm50.global,30,0,0,1,1,66.6667,0,0,0.1667,22,0.5,0.1379,1.0,6,0,0,0,0,0,0,0,0,1
https://www.tps.ucsb.edu,24,0,0,2,1,75.0,0,0,0.25,16,0.98,0.1739,1.0,3,0,0,0,2,0,1,0,0,1
https://www.ipcc-nggip.iges.or.jp,33,0,0,3,1,75.7576,0,0,0.2424,25,0.5,0.1875,1.0,2,1,1,0,0,0,0,0,0,1
http://connectwallet.42web.io/,30,0,0,1,0,73.3333,0,0,0.2,22,0.5,0.1379,1.0,2,0,0,0,1,0,0,0,0,0
https://bafybeia3nwd5fna6u6uxqp2lmtgmanrta7q2dytca2up3kbximetajt7c4.ipfs.w3s.link/juju.html,91,0,0,2,1,94.5055,0,0,0.0879,73,0.5,0.0222,1.0,4,0,0,0,0,0,0,0,0,0
https://www.973fm.com.au,24,0,0,2,1,50.0,0,0,0.25,16,0.88,0.1739,1.0,2,1,0,0,0,1,1,0,1,1
https://www.orataiao.org.nz,27,0,0,2,1,70.3704,0,0,0.2222,19,0.5,0.1538,1.0,2,0,0,0,0,0,0,0,0,1
https://www.iheartcomix.com,27,0,0,1,1,74.0741,0,0,0.1852,19,0.95,0.1538,1.0,3,0,1,0,0,0,1,0,1,1
https://www.perc.org.uk,23,0,0,2,1,60.8696,0,0,0.2609,15,0.9,0.1818,1.0,2,0,0,0,0,0,0,0,0,1
https://www.quintadimension.com,31,0,0,1,1,70.9677,0,0,0.1613,23,0.95,0.1333,1.0,3,1,0,1,16,0,1,0,1,1
https://www.adamenfroy.com,26,0,0,1,1,57.6923,0,0,0.1923,18,0.95,0.16,1.0,3,1,0,0,207,0,1,0,1,1
https://www.assembly.state.ny.us,32,0,0,3,1,75.0,0,0,0.2188,24,0.85,0.1613,1.0,2,0,0,0,0,0,1,0,1,1
https://www.imagedermatology.com,32,0,0,1,1,68.75,0,0,0.1562,24,0.95,0.129,1.0,3,1,0,0,237,0,1,0,1,1
https://www.buckley.spaceforce.mil,34,0,0,2,1,64.7059,0,0,0.1765,26,0.5,0.1212,1.0,3,0,0,0,0,0,0,0,0,1
https://www.missionnetaji.org,29,0,0,1,1,68.9655,0,0,0.1724,21,0.9,0.2143,1.0,3,0,0,0,0,0,0,0,0,1
https://prome3893a.webcindario.com/index3.php,45,0,0,1,1,84.4444,0,0,0.1556,26,0.95,0.0455,1.0,3,0,0,0,0,0,0,0,0,0
https://www.materialy-do-skoly.cz,33,0,0,1,1,66.6667,0,0,0.2121,25,0.5,0.125,1.0,2,0,0,0,86,0,0,0,0,1
https://www.jesuswalk.com,25,0,0,1,1,52.0,0,0,0.2,17,0.95,0.1667,1.0,3,0,0,1,99,1,1,0,0,1
https://www.awaawards.com,25,0,0,1,1,68.0,0,0,0.2,17,0.95,0.2083,1.0,3,1,0,0,80,0,1,0,1,1
http://app-vanda.s23hmqvqgz-xoy4w9e7r3pw.p.temp-site.link/,58,0,0,3,0,75.8621,0,0,0.1897,50,0.5,0.0526,1.0,4,0,0,0,0,0,0,0,0,0
https://fonctiont-post.web.app/,31,0,0,1,1,67.7419,0,0,0.2258,22,0.5,0.1,1.0,3,0,0,0,0,0,0,0,0,0
https://www.fiesc.com.br,24,0,0,2,1,58.3333,0,0,0.25,16,0.5,0.1739,1.0,2,0,0,0,0,0,0,0,0,1
https://www.calabasasgolf.com,29,0,0,1,1,75.8621,0,0,0.1724,21,0.95,0.1429,1.0,3,0,0,0,0,0,0,0,1,1
https://www.elshanesworld.com,29,0,0,1,1,72.4138,0,0,0.1724,21,0.95,0.1429,1.0,3,1,0,1,182,0,1,0,1,1
https://docs.google.com/presentation/d/e/2pacx-1vt8wztp09r1_h8jm9ap9zzuctf8q-z-doa3kfnebjlhybps9ykaz8sjxdhcxnhrke3eb5lzvijapedc/pub?start=false&loop=false&delayms=3000,167,0,0,1,1,95.8084,3,1,0.1198,15,0.95,0.0422,1.0,3,0,0,0,0,0,0,0,0,0
http://www.condi-shop.ru,24,0,0,1,0,62.5,0,0,0.25,17,0.5,0.1739,1.0,2,0,0,0,0,0,0,0,0,0
https://www.etrainingpedia.com,30,0,0,1,1,70.0,0,0,0.1667,22,0.95,0.1379,1.0,3,0,0,0,95,0,1,0,0,1
https://www.tuya-online.de/,27,0,0,1,1,55.5556,0,0,0.2593,18,0.88,0.1538,1.0,2,0,0,0,0,0,0,0,0,0
https://mail0.googgle.workers.dev/,34,0,0,2,1,67.6471,0,0,0.2059,25,0.5,0.1212,1.0,3,0,0,0,0,0,0,0,0,0
https://royal-flower-0de9.ylr2144t.workers.dev/ca260fb0-1d74-41d4-b06f-3a0632d996f1,83,0,0,2,1,91.5663,0,0,0.1566,38,0.5,0.0488,1.0,3,0,0,0,0,0,0,0,0,0
https://www.jll-mena.com,24,0,0,1,1,54.1667,0,0,0.25,16,0.95,0.2174,1.0,3,0,0,0,0,0,1,0,1,1
https://surpermipouvoirplanete.web.app/,39,0,0,1,1,79.4872,0,0,0.1538,30,0.5,0.0789,1.0,3,0,0,0,0,0,0,0,0,0
https://beacons.ai/homebtlogin,30,0,0,0,1,76.6667,0,0,0.1667,10,0.5,0.069,1.0,2,0,0,0,0,0,0,0,0,0
https://www.cccneb.edu,22,0,0,1,1,63.6364,0,0,0.2273,14,0.98,0.2857,1.0,3,2,1,0,0,0,1,0,0,1
http://www.gab.com.tr,21,0,0,2,0,52.381,0,0,0.2857,14,0.5,0.2,1.0,2,0,0,0,93,0,0,0,1,0
https://www.sunbeltshutters.com,31,0,0,1,1,70.9677,0,0,0.1613,23,0.95,0.1667,1.0,3,0,0,0,1,0,0,0,1,1
http://amghrqcgpu.duckdns.org,29,0,0,1,0,72.4138,0,0,0.1724,22,0.9,0.0714,1.0,3,0,0,0,0,0,0,0,0,0
https://www.bitdefender.com,27,0,0,1,1,55.5556,0,0,0.1852,19,0.95,0.1538,1.0,3,2,0,1,114,0,1,0,1,1
https://www.dariawan.com,24,0,0,1,1,54.1667,0,0,0.2083,16,0.95,0.1739,1.0,3,0,0,0,1,0,1,0,1,1
http://www.1tt.net,18,0,0,1,0,66.6667,0,0,0.2778,11,0.85,0.2941,1.0,3,0,0,0,0,0,0,0,0,0
